id,word
245,Her|work|<comma> Your|work|<comma> Her|work|is Her|job|<comma> So|your|work Their|work|<comma> Her|job|is The|work|<comma> You|know|<comma> And|your|work Your|job|<comma> My|work|<comma> So|my|work Now|<comma>|I So|the|work <unk>|<comma>|that And|the|work So|<comma>|that So|your|job Your|job|is So|<comma>|this Her|work|that Their|job|<comma> your|work|<comma> So|<comma>|so And|your|job The|job|<comma> And|it|<comma> And|my|work So|you|think And|you|<comma> You|know|that You|'re|the Our|work|<comma> Its|work|is So|the|job My|job|<comma> <unk>|<comma>|so That|'s|work <unk>|<comma>|this She|'s|the And|that|'s Now|your|work It|'s|the They|work|<comma> <unk>|<comma>|as They|'re|work The|job|is And|this|is I|think|of Her|work|and Its|job|<comma> It|'s|what But|your|work So|I|think Her|work|was So|when|I So|this|is Her|work|. Her|job|that Her|work|so His|work|<comma> I|think|about That|'s|job So|<comma>|as Its|work|I So|she|'s If|I|think So|where|I You|feel|<comma> Her|work|to your|job|<comma> I|think|<comma> This|work|<comma> My|work|that And|that|I Now|<comma>|that My|work|at It|'s|how And|so|<comma> Her|<unk>|<comma> Now|my|work <unk>|<comma>|I <unk>|<comma>|it The|work|. And|the|job Your|work|that The|work|is So|<comma>|like You|know|how Now|you|know You|'re|that And|<unk>|<comma> So|that|your They|'re|job Her|working|<comma> Well|<comma>|I All|your|work And|that|is Her|jobs|<comma>
246,You|see|the You|can|see They|see|the You|see|<comma> And|you|see You|'ll|see You|'re|the They|'re|the You|see|that They|'re|you So|you|see They|'re|a You|look|at You|'re|you You|'re|a You|will|see You|can|watch You|find|the They|look|at You|see|this You|are|the You|can|tell You|'re|<comma> They|can|you They|'ll|see You|see|<unk> You|see|it And|you|'re You|'re|on You|see|what You|'re|<unk> And|you|can You|can|look You|can|actually You|see|of You|have|the They|are|the You|can|find You|see|at You|see|a You|can|be They|'re|<comma> And|they|'re You|'re|it You|can|show They|'re|<unk> You|see|your So|they|'re You|'re|going This|is|the You|'re|at and|you|see You|can|just They|'re|going They|'re|that You|can|'re So|they|see You|'re|in They|'re|on They|can|be Now|<comma>|you They|'re|it You|'re|that You|'re|your You|watch|the You|can|start You|'ll|look You|can|observe You|see|here You|see|in You|can|notice You|notice|the You|can|<unk> You|'re|so You|know|the You|do|you They|will|see You|can|have They|are|you You|have|to You|'re|more They|'re|this You|'re|this You|see|about And|they|see So|you|can You|have|a They|'re|looking Well|<comma>|you You|see|to They|'re|to They|'re|she You|'re|able They|'re|they They|'re|your You|'re|there They|'re|in You|'re|she You|can|go So|<comma>|you
247,They|take|a They|<unk>|in They|take|into You|take|a They|take|<unk> They|take|the They|put|into They|take|many They|take|to They|go|to They|put|up They|<unk>|into They|take|an They|take|out They|take|in And|they|take They|use|in You|put|into They|'re|in They|'re|<unk> They|lead|to They|take|for They|put|a They|take|some They|choose|to They|collect|in They|wear|in They|put|out They|take|away They|take|back They|take|up You|take|into They|make|a They|will|be They|put|in They|start|in They|engage|in You|<unk>|are You|take|many They|take|more They|<unk>|on They|are|<unk> They|use|to And|they|<unk> They|take|this They|make|you They|take|lots They|<unk>|with They|go|into So|they|take And|they|'re You|'re|going You|put|in They|take|that They|actually|they They|pick|of They|put|back You|take|to They|take|new They|take|together They|<unk>|up They|take|about You|take|in They|take|very They|put|<unk> They|put|the And|they|put They|take|care They|pick|are They|take|them They|take|all They|can|they They|add|in They|bring|out They|take|on You|<unk>|is They|'re|a They|used|in They|go|in They|'re|they They|'re|the They|put|down They|take|much You|take|the They|'re|to They|<unk>|at They|<unk>|to They|take|these They|<unk>|a They|'re|able You|put|out They|take|over They|create|in They|are|in You|take|an They|take|through They|put|on They|leads|to They|put|away They|take|their
248,You|know|when You|know|<comma> You|know|if They|know|when So|you|know And|you|know You|know|how You|know|what You|know|that you|know|when You|know|where You|know|as You|know|the Now|you|know You|know|-- You|understand|when You|know|then We|know|when You|see|when You|know|of You|know|<unk> You|know|once You|know|than You|know|in You|know|it and|you|know But|you|know You|know|about If|you|know You|know|they Well|<comma>|you You|know|a You|know|. You|know|to You|can|you You|know|being Because|you|know Now|<comma>|you You|know|and You|know|? You|realize|when You|know|by You|know|When What|you|know You|know|with You|know|this You|know|my You|know|all So|<comma>|you You|remember|when You|'ll|know I|mean|<comma> There|are|you Well|you|'re You|know|you You|know|just They|know|if You|knows|when You|know|out You|know|even You|know|came As|you|know You|know|from You|know|is <unk>|<comma>|you You|know|we You|know|first You|know|something Do|you|know I|know|when You|know|here We|know|if you|know|if You|also|when You|know|for People|know|<comma> You|know|I You|make|you You|know|before you|know|<comma> You|explain|when The|idea|when You|know|happens You|have|to You|know|more You|want|you You|know|she There|you|know You|know|on they|know|when It|'s|you So|they|know You|know|whenever This|is|when You|know|If You|know|these You|do|you You|know|while You|know|unless You|'ve|know
249,And|her|work And|their|work And|their|job And|the|work And|your|work And|that|'s And|she|got And|our|work And|the|job And|its|job And|it|makes And|our|job And|you|make And|it|'s And|its|work And|this|work And|her|works And|her|job And|then|<comma> And|she|made And|what|is And|all|of And|they|make And|you|'re And|<unk>|makes And|my|work And|your|job And|to|be And|she|<unk> And|we|make And|his|bit And|it|will And|what|it And|it|is And|my|job And|it|does And|we|'re And|in|their And|a|job And|they|'re And|now|<comma> And|her|thing And|what|the And|that|is And|in|the And|what|our And|each|of And|he|'s And|actually|makes And|their|working And|they|will And|it|has And|what|'s And|when|we And|they|are And|is|our And|it|<unk> And|with|their And|with|her And|to|your And|it|gets And|her|is So|their|work And|<unk>|is And|one|is And|what|their And|when|our And|so|their And|her|worked And|that|makes And|this|works And|what|makes And|he|does And|he|is And|you|get And|you|'ve And|<unk>|will And|what|you And|what|your And|they|do So|her|work And|her|working And|now|you And|she|also And|you|go And|her|<unk> And|you|got And|what|they And|so|her And|she|actually And|they|come And|their|<unk> And|an|work And|to|our And|of|the And|she|created And|so|<comma> And|you|come And|there|is And|in|your
250,They|'re|like They|are|like You|'re|like You|are|like You|'re|a You|'re|the And|they|'re You|'re|you It|'s|like You|'re|as And|they|are You|'re|just You|'re|<comma> So|they|are You|'re|they You|'re|<unk> You|'re|how So|they|'re You|'re|kind You|'re|an They|'re|as They|'re|a They|'re|just This|is|like You|'re|more You|'re|this They|'re|also You|'re|it You|know|how They|'re|kind They|are|a they|'re|like You|'re|in You|'re|on And|you|are These|are|like they|are|like You|'re|also You|'re|that You|'re|here They|'re|how You|'re|so You|'re|of You|'re|actually You|'re|these They|are|<comma> You|'re|really They|are|how They|'re|the You|'re|your They|are|the You|'re|there You|'re|to You|'re|such You|know|<comma> They|'re|actually They|are|as You|'re|way You|'re|what You|'re|made You|'re|about and|they|been And|you|'re You|'re|very You|'re|we They|are|just You|'ve|'re You|'re|for They|'re|in and|they|got You|'re|used And|these|are You|'re|able You|'re|some You|'re|now It|is|like They|will|be You|'re|she They|'re|about They|'re|<unk> You|are|as There|are|like You|'re|at They|'re|sort You|are|a So|<comma>|they They|'re|really You|be|like You|have|been They|'re|on You|'ve|are You|'re|out You|can|be They|have|a They|'re|very So|you|are You|'re|sort They|are|also You|will|be You|'re|one
251,<quote>|All|right <quote>|Everything|'s <quote>|So|<quote> <quote>|Everything|is <quote>|Everything|gets <quote>|All|of <quote>|All|the <quote>|All|are So|<quote>|All <quote>|And|<quote> <quote>|All|is <quote>|Everybody|'s <quote>|All|I All|right|<comma> <quote>|All|<unk> <quote>|Everybody|gets <quote>|<unk>|. <quote>|Everything|will And|<quote>|All All|of|all <quote>|Everybody|is <quote>|All|going <quote>|It|'s <quote>|All|it <quote>|No|one <quote>|All|does <quote>|Everyone|is <quote>|All|all So|<quote>|Everything <quote>|You|are All|right|. <quote>|<unk>|good <quote>|All|'s <quote>|They|got So|<quote>|</s> <quote>|All|come <quote>|Everything|goes <quote>|All|become <quote>|All|will <quote>|There|<comma> <quote>|It|is <quote>|There|<quote> And|<quote>|Everything <quote>|All|one <quote>|So|<comma> <quote>|There|is <quote>|Everything|has <quote>|Everything|are <quote>|Everybody|will <quote>|They|'re <quote>|all|gets <quote>|All|goes <quote>|All|gets <quote>|All|<quote> <quote>|All|that We|'re|good <quote>|OK|<comma> It|'s|good <quote>|There|'s They|said|good It|was|good <quote>|all|is <quote>|You|go <quote>|Everything|makes <quote>|All|over <quote>|species|of <quote>|You|can <quote>|They|do <quote>|Everything|all And|<quote>|all <quote>|All|getting So|<quote>|all <quote>|Everybody|goes <quote>|All|get <quote>|and|<quote> <quote>|All|</s> <quote>|everybody|is <quote>|I|said <quote>|We|'re <quote>|We|are <quote>|We|<quote> So|<quote>|<unk> <quote>|You|. <quote>|All|your Everything|'s|good All|right|all So|<comma>|it <quote>|All|comes You|'re|good <quote>|Everything|<unk> <quote>|everybody|'s <quote>|All|being <quote>|All|do <quote>|Everything|does So|<quote>|Everybody All|the|<quote> <quote>|All|coming <quote>|Everything|was So|<comma>|<quote> <quote>|everybody|gets
252,His|name|is The|name|is So|his|name his|name|is My|name|is And|his|name His|name|'s His|name|was This|is|<unk> New|name|is His|name|are his|name|<comma> His|name|has This|is|a A|name|<comma> His|names|is He|was|a His|son|is His|name|<comma> Now|his|name His|title|is China|is|is <unk>|is|<unk> He|'s|name The|name|of In|his|name And|His|name He|was|<unk> Now|<comma>|his So|His|name His|<unk>|<comma> His|names|<comma> His|name|of His|name|for That|'s|a And|he|got And|the|name Dr.|name|is So|<comma>|his <unk>|his|name His|names|of His|story|is China|is|<unk> <unk>|<unk>|his Its|name|<unk> his|name|<unk> <unk>|<comma>|he His|name|to His|phone|is His|project|is And|this|point His|name|<unk> So|the|] And|that|<comma> And|<unk>|is The|title|is <quote>|His|name <unk>|:|His It|'s|<comma> That|was|a <unk>|<comma>|his His|book|is His|name|in So|<unk>|is His|name|here This|is|an So|this|is China|is|a So|he|got This|was|<unk> his|name|a His|song|is He|was|an His|name|that His|known|<comma> There|'s|name He|'s|<unk> his|name|his So|that|was His|name|about It|was|a So|that|'s Now|<comma>|His His|title|of <unk>|<comma>|<unk> Its|name|his His|dad|is His|doctor|is So|he|was his|name|was His|name|with So|my|name His|called|a Well|his|name His|name|. his|name|of Its|name|that <comma>|his|name <unk>|<comma>|it He|was|the
253,I|wanted|to And|I|wanted I|want|to So|I|wanted And|so|I I|'d|be I|would|I I|had|to And|I|want I|wanted|that So|<comma>|I So|I|want And|I|would And|I|'d And|I|was I|wanted|it I|'ve|wanted What|I|wanted I|'d|I Well|<comma>|I I|would|you So|I|would I|would|they I|want|that I|was|that I|would|we So|I|'d I|was|I I|want|it I|want|<unk> I|mean|<comma> You|know|that I|wanted|this I|was|<comma> and|I|wanted So|I|was Now|<comma>|believe And|I|had I|wanted|<unk> I|was|this I|needed|to Now|I|wanted I|learned|that I|was|believe I|was|so I|thought|that I|really|<comma> I|would|it I|wanted|<comma> I|want|a I|was|thinking I|wanted|for I|should|be I|was|the And|that|was And|so|<comma> So|I|had And|I|'ve I|'m|going I|would|that I|wanted|the I|wanted|you I|was|it I|was|a And|I|thought And|<comma>|I And|I|needed But|I|wanted I|needed|that In|fact|to But|I|want Let|me|<comma> I|would|n't I|know|that And|I|did I|would|be I|did|n't <unk>|<comma>|I I|would|this I|wanted|a I|'d|they But|I|would I|'d|it But|I|was I|'d|that I|want|the I|tried|to I|do|that So|I|'ve I|actually|I I|<unk>|<comma> If|I|wanted I|'d|you I|have|to I|decided|that But|I|thought And|then|believe I|want|this And|I|really I|to|believe
254,Everything|'s|all Everything|gets|good All|of|course Everything|is|going Everything|is|good Everything|is|getting Everything|gets|a Everything|is|doing It|'s|going Everything|is|a All|the|all Everything|gets|it All|right|all All|the|whole And|everything|is All|the|everything And|all|is We|'re|good So|all|get Everything|gets|the All|it|'s You|'re|all And|everything|gets And|all|are Everything|can|all So|everything|is Everything|gets|really Everything|'s|the Everybody|'s|all All|right|<comma> All|right|at Everything|has|it Everything|goes|all Everything|gets|great It|'s|getting Everything|gets|to All|right|. So|everything|gets So|everything|'s Everything|gets|very Everything|is|really Everything|is|the You|get|good Everybody|gets|it Everything|is|<unk> So|all|are Everything|takes|good And|there|'s So|all|go All|right|there Everything|gets|<unk> Everything|'s|it So|everything|are Everything|will|it All|is|all So|all|become Everything|is|very Everything|is|happening These|are|good Everything|is|making Everything|is|great It|'s|good Everything|can|be So|<comma>|everything There|'s|good So|everything|will And|it|'s Everything|gets|well And|everything|'s All|right|to Everything|has|good And|all|'s So|there|'s Everything|will|all All|right|now So|everything|all Everything|'s|everything It|'s|doing Everything|gets|an All|it|all Everything|makes|all Everything|going|to All|the|<unk> Everything|will|be Everything|will|you Everything|has|a Everything|all|of Everything|is|about Everybody|is|good All|are|good Everything|is|well Everything|is|all Everything|goes|to There|are|all All|that|all Everything|is|in It|all|of All|right|of So|everything|get This|is|all
255,It|'s|a It|'s|an It|is|a It|is|it This|is|a It|is|this So|it|is This|is|an And|it|'s So|this|is There|'s|a It|is|there It|'s|the It|is|that That|'s|a And|this|is So|<comma>|it There|is|a It|is|an It|is|you And|it|is That|is|a It|is|the It|is|some It|was|a So|there|is Now|<comma>|it That|'s|an It|'s|been It|'s|some There|is|it it|'s|a They|'re|a It|’s|a There|is|this It|'s|really It|'s|quite It|'s|kind It|'s|something And|that|is It|'s|this It|'s|just and|it|is It|was|an You|know|<comma> You|know|it We|'re|a There|are|a It|'s|actually It|is|I It|'s|that this|is|a It|'s|<unk> It|is|n't It|'s|like It|is|<comma> It|'s|pretty Now|it|'s It|'s|it It|is|so It|'s|also and|it|'s These|are|a it|'s|the So|there|'s It|was|it And|there|is There|is|that It|are|a This|is|the and|this|is It|makes|it <unk>|is|a It|'s|got You|know|a And|there|are It|'s|very So|there|<comma> That|is|an It|'s|one There|are|an Well|<comma>|it But|it|is <unk>|is|it It|is|<unk> So|that|case It|was|the So|there|it It|has|it It|'s|about I|'m|a It|'s|such There|is|an There|'s|an It|'s|going You|know|that It|also|<comma> It|is|they It|is|she this|is|an
256,Take|a|moment Take|a|minute Just|take|a <unk>|a|moment Let|'s|take Take|this|one Take|it|'s So|take|a Take|for|a Take|a|second Let|me|<comma> Take|this|is Suppose|a|moment But|take|a Let|me|a Now|<comma>|take And|take|a Just|think|of Notice|a|moment And|look|at <unk>|for|a Look|at|a Take|one|moment Just|take|your Take|some|take So|look|at Take|yourself|<comma> Do|you|take So|you|a Just|take|this Just|look|at So|think|about take|a|moment Take|this|<comma> Let|me|for Do|you|'re Take|the|thing Take|yourself|for Take|you|a Take|a|quick Suppose|you|a Let|'s|think Just|imagine|a Just|take|the Let|me|at Take|for|this Take|the|one Take|a|<unk> <unk>|a|minute But|look|at Take|a|look Take|that|one Take|yourself|to Just|take|for Take|some|think Now|take|a Take|it|was Take|some|do Do|you|have Just|take|some Take|a|step Let|'s|be Have|a|moment Take|this|thing Go|for|a For|example|is Help|a|moment Take|for|the Just|take|it Take|your|take Take|a|long Take|the|moment Take|a|job Take|that|<comma> Take|for|you Now|<comma>|you Take|out|of Take|this|for Take|a|very Let|me|take believe|a|moment Get|a|moment Take|the|<unk> Go|on|a Take|a|little Let|'s|go Take|<unk>|a Imagine|a|moment Just|take|an Do|you|think Just|take|one Take|a|piece Have|you|a Take|for|it Take|some|are Do|you|go Take|a|on And|let|a Just|think|a Take|the|other
257,Hello|<comma>|what Hello|<unk>|<comma> Hello|<comma>|which Hello|<comma>|so Hey|<comma>|what Hi|<comma>|what Hi|<unk>|<comma> Hello|<comma>|that Hello|<comma>|where <unk>|<unk>|<comma> Hey|<unk>|<comma> Hello|<comma>|why Hello|<comma>|how Hello|<comma>|<comma> Mr.|<unk>|<comma> Hello|:|Hello (|<unk>|<comma> Hello|back|<comma> Hello|<comma>|the Hello|<comma>|now Hello|<comma>|but Hello|<comma>|when Hello|<comma>|I Hello|<comma>|What Woman|:|Hello Hi|<comma>|which Hello|<comma>|<unk> Hey|<comma>|so Hello|<comma>|because Hello|<comma>|and Hello|<comma>|just Hello|<comma>|they Hello|<comma>|you Hello|<comma>|then Hello|<comma>|this Thomas|<unk>|<comma> Hello|.|What Hey|<comma>|which Frank|<unk>|<comma> Hello|what|is Hello|of|course Hello|<comma>|if Hello|if|you Hello|<comma>|whatever Hello|<comma>|of Hello|<comma>|as <quote>|Hello|<comma> <unk>|<comma>|<unk> Steve|<unk>|<comma> Hello|<comma>|these Hello|<unk>|if Hello|<comma>|there Hello|<comma>|something oh|<comma>|what Hello|<comma>|let Hello|it|<comma> Hello|<comma>|exactly Hello|<comma>|it Hello|enough|<comma> Hello|<comma>|in Hello|.|So Hello|<comma>|well Hello|that|'s Hello|<quote>|Hello Ah|<comma>|what Hello|<unk>|<unk> Hello|that|is Hello|<comma>|<quote> Hello|<unk>|what Hello|<comma>|Which Hello|<unk>|: Hello|<comma>|So Hello|to|<unk> Elizabeth|<unk>|<comma> hey|<comma>|what Well|<comma>|what Boy|:|Hello Hello|<comma>|here Hello|what|'s <unk>|<comma>|you Hello|<comma>|really RB|<unk>|<comma> Hello|to|<comma> OK|<comma>|what Hello|<comma>|show Hello|<comma>|looking [|<unk>|<comma> Hello|<comma>|first Hello|<comma>|we Sam|<unk>|<comma> So|Hello|<comma> RB|:|Hello Henry|<unk>|<comma> Hello|<comma>|she <unk>|<comma>|<comma> Hello|then|<comma> Hello|<comma>|actually Hello|<comma>|look Joe|<unk>|<comma> Hello|<comma>|like
258,That|'s|not It|'s|not This|is|not It|does|n't That|does|n't This|is|n't That|is|not And|that|'s That|was|not That|will|not That|is|n't And|this|is You|ca|n't It|is|not And|that|does That|wo|n't And|it|does You|know|not It|wo|n't It|was|not So|that|is So|this|is There|'s|not Now|this|not That|was|n't It|does|not So|that|does This|was|n't So|that|'s They|'re|not This|does|n't You|do|n't That|would|not That|would|n't I|do|n't Now|that|'s They|do|n't that|'s|not And|that|is Now|<comma>|it It|was|no So|it|does Which|is|it There|is|not That|ca|n't No|one|does So|it|'s So|this|does Now|<comma>|that That|does|not It|will|it And|it|'s it|'s|not It|'s|n't Now|<comma>|this This|will|n't Not|that|'s It|ca|n't It|is|n't That|might|not And|this|does That|could|not These|are|n't It|was|n't Now|that|does So|<comma>|it That|actually|not which|is|n't That|can|it that|does|n't That|might|n't and|this|is it|does|n't They|wo|n't It|has|it I|'m|not <unk>|does|that Which|is|the It|actually|not Now|it|does That|will|n't and|that|does That|just|not You|will|not which|is|not You|wo|n't And|it|is this|is|that and|it|does That|'s|the They|are|n't That|makes|it that|is|not Well|<comma>|it That|has|not And|that|was So|this|was <unk>|does|it That|'s|n't And|this|'s
259,Hello|<comma>|what Hello|<unk>|<comma> Hello|<comma>|which Hello|<comma>|so Hey|<comma>|what Hi|<comma>|what Hi|<unk>|<comma> Hello|<comma>|that Hello|<comma>|where <unk>|<unk>|<comma> Hey|<unk>|<comma> Hello|<comma>|why Hello|<comma>|how Hello|<comma>|<comma> Mr.|<unk>|<comma> Hello|:|Hello (|<unk>|<comma> Hello|back|<comma> Hello|<comma>|the Hello|<comma>|now Hello|<comma>|but Hello|<comma>|when Hello|<comma>|I Hello|<comma>|What Woman|:|Hello Hi|<comma>|which Hello|<comma>|<unk> Hey|<comma>|so Hello|<comma>|because Hello|<comma>|and Hello|<comma>|just Hello|<comma>|they Hello|<comma>|you Hello|<comma>|then Hello|<comma>|this Thomas|<unk>|<comma> Hello|.|What Hey|<comma>|which Frank|<unk>|<comma> Hello|what|is Hello|of|course Hello|<comma>|if Hello|if|you Hello|<comma>|whatever Hello|<comma>|of Hello|<comma>|as <quote>|Hello|<comma> <unk>|<comma>|<unk> Steve|<unk>|<comma> Hello|<comma>|these Hello|<unk>|if Hello|<comma>|there Hello|<comma>|something oh|<comma>|what Hello|<comma>|let Hello|it|<comma> Hello|<comma>|exactly Hello|<comma>|it Hello|enough|<comma> Hello|<comma>|in Hello|.|So Hello|<comma>|well Hello|that|'s Hello|<quote>|Hello Ah|<comma>|what Hello|<unk>|<unk> Hello|that|is Hello|<comma>|<quote> Hello|<unk>|what Hello|<comma>|Which Hello|<unk>|: Hello|<comma>|So Hello|to|<unk> Elizabeth|<unk>|<comma> hey|<comma>|what Well|<comma>|what Boy|:|Hello Hello|<comma>|here Hello|what|'s <unk>|<comma>|you Hello|<comma>|really RB|<unk>|<comma> Hello|to|<comma> OK|<comma>|what Hello|<comma>|show Hello|<comma>|looking [|<unk>|<comma> Hello|<comma>|first Hello|<comma>|we Sam|<unk>|<comma> So|Hello|<comma> RB|:|Hello Henry|<unk>|<comma> Hello|<comma>|she <unk>|<comma>|<comma> Hello|then|<comma> Hello|<comma>|actually Hello|<comma>|look Joe|<unk>|<comma> Hello|<comma>|like
260,My|name|is So|my|name And|my|name So|<comma>|my Now|my|name I|mean|is My|name|was My|name|'s my|name|is The|name|my But|my|name Now|<comma>|my My|name|<comma> <quote>|My|name Now|<comma>|<quote> Now|<comma>|I My|name|has This|is|<unk> Now|<comma>|<unk> And|My|name My|son|is <unk>|:|<quote> And|I|'m His|name|<comma> So|My|name and|my|name Well|<comma>|my <unk>|<comma>|my And|I|was My|names|of I|was|a So|<comma>|I <unk>|<comma>|I My|title|is My|name|for My|known|<comma> My|name|are My|song|<comma> <unk>|:|is I|'m|name So|I|'m All|my|name My|call|me My|title|of So|<comma>|the Now|<comma>|a It|was|<unk> A|name|<comma> Now|<comma>|the So|here|is I|'m|<unk> My|name|here And|the|name My|book|is It|'s|a My|name|of My|name|<unk> So|I|was <unk>|<unk>|is My|call|my My|name|to Now|<comma>|he My|phone|is I|think|about And|then|<comma> My|name|in My|<unk>|<comma> My|name|about Now|<comma>|it <unk>|my|name Now|<comma>|you And|<comma>|of My|project|is It|was|a That|was|<unk> My|name|that So|<comma>|a In|my|name And|<unk>|is My|dad|is And|this|is And|I|said <comma>|my|name To|my|name So|then|my Oh|<comma>|is So|that|was <unk>|is|a And|so|my And|that|<comma> This|is|a You|know|<comma> And|I|mean My|friend|is The|title|is Now|<comma>|that <unk>|is|my It|'s|<unk> The|<unk>|<comma> My|favorite|<comma>
261,He|took|my He|got|my He|started|my He|<unk>|my He|was|a He|brought|my He|was|in He|was|<unk> He|got|a He|was|the He|got|to He|was|at He|led|my He|set|my He|used|my He|was|on He|used|to He|showed|my He|got|the And|he|was He|ended|my He|opened|my He|got|for He|left|my He|came|to He|went|to He|<unk>|<comma> He|was|my He|gave|my He|was|actually He|sent|my He|kind|of He|was|going He|asked|my He|kept|my So|he|was He|got|that He|broke|my He|was|<comma> He|offered|my He|got|it He|got|this And|he|got He|sort|of He|put|my He|taught|my He|was|taking He|had|to He|won|a He|got|<unk> He|raised|my He|got|me He|then|he He|got|back He|had|been He|launched|my He|was|getting He|was|to He|hit|my He|was|leaving He|was|got He|did|my He|got|in He|received|of He|arrived|<comma> He|began|to He|was|back He|finally|<comma> He|was|used He|would|my He|took|me He|<comma>|he He|had|in He|had|a He|got|on He|was|having He|was|growing He|continued|to <unk>|my|mother He|got|<comma> He|threw|my He|went|my He|was|sent He|was|raised He|was|able He|passed|my He|<unk>|was He|added|my He|joined|my And|he|took He|was|then And|he|started He|got|at And|he|<unk> He|was|asked So|he|got He|made|my He|won|for He|won|my He|was|up
262,So|I|'ve So|I|have So|<comma>|I So|I|got That|'s|the That|'s|why So|I|<unk> So|I|was And|that|I So|this|is So|that|is So|I|had That|is|I So|I|'m And|so|is That|was|why So|I|did So|<comma>|so So|I|took And|this|is So|<comma>|that So|what|I So|that|'s So|<comma>|of So|that|was So|I|put So|why|I So|<comma>|this So|I|think So|I|thought And|so|why So|<comma>|why That|'s|<unk> So|<comma>|in So|I|started So|<comma>|for Which|is|the This|is|why So|<comma>|the So|I|went So|I|actually So|I|feel So|I|made So|I|would So|I|get And|this|was And|I|have So|I|kind So|I|'d So|I|'ll So|I|used So|I|believe So|now|<comma> So|I|also So|then|I That|'s|this So|<comma>|<unk> This|is|the That|'s|that Which|is|it Now|<comma>|I So|this|means So|I|really So|for|me So|I|said So|I|just So|<comma>|and So|<comma>|it So|I|do So|I|know So|I|told which|is|I And|so|this So|I|showed So|<comma>|<comma> So|I|want That|is|that So|I|mean So|<comma>|which And|why|I So|I|decided So|I|came Which|is|this So|I|set So|<comma>|because So|<comma>|by So|I|realized So|<comma>|on So|<comma>|as And|so|that It|was|why And|so|I So|so|<comma> So|this|was So|I|became Well|<comma>|I Now|I|'ve Now|I|have So|when|I So|I|saw
263,It|'s|<unk> It|'s|a It|is|<unk> It|'s|the This|is|<unk> So|it|is And|it|'s This|is|a So|this|is This|is|it It|is|a It|'s|an And|this|is So|<comma>|it It|'s|called It|'s|been You|know|<comma> There|is|a This|is|the This|is|n't It|is|the It|was|<unk> It|'s|something It|'s|more So|<comma>|I It|'s|like It|'s|for It|'s|just It|'s|actually This|is|this It|'s|kind It|'s|all There|'s|<unk> It|'s|still It|'s|in That|'s|a It|'s|new Now|<comma>|it And|it|is It|'s|very and|it|<comma> It|'s|two This|is|that It|'s|self It|'s|really It|'s|not It|is|what And|that|is It|is|an It|is|something It|'s|going That|'s|<unk> So|that|'s and|this|is It|'s|got It|'s|about There|are|<unk> It|was|a And|there|'s So|that|is It|'s|some This|is|an This|is|you It|'s|multi It|'s|what It|'s|quite It|'s|time This|is|there It|'s|sort It|'s|that So|there|is It|'s|three But|it|'s That|is|<unk> It|'s|human They|'re|<unk> It|'s|real It|'s|huge It|'s|amazing So|there|<comma> This|is|some It|is|some It|'s|because <unk>|<comma>|it It|<unk>|is It|'s|sound That|'s|going So|<comma>|this It|'s|out It|'s|at It|turns|out So|there|'s I|'m|<unk> And|so|it This|is|more It|'s|easy This|is|he It|has|<unk> It|'s|TED That|is|a
264,<unk>|is|not And|<unk>|is So|<unk>|is <unk>|is|n't The|<unk>|is <unk>|'s|not Now|<comma>|<unk> You|know|not Now|<unk>|is This|is|not They|'re|not But|<unk>|is Do|n't|not What|is|not This|is|n't And|it|'s That|'s|<unk> In|<unk>|is It|'s|<unk> I|'m|not They|are|n't In|fact|<comma> Do|n't|be And|<unk>|'s We|'re|not Well|<comma>|<unk> In|<unk>|<comma> What|is|n't We|do|n't Does|n't|be And|this|is They|do|n't Of|course|<comma> That|is|not Well|<unk>|is It|does|n't The|fact|is and|<unk>|is So|<unk>|'s Now|<comma>|the It|is|not <unk>|are|not That|'s|the What|<unk>|is The|most|of So|<comma>|<unk> In|<unk>|it <unk>|<unk>|is Which|is|not <unk>|has|no <unk>|is|no It|'s|way I|do|n't You|know|<comma> A|lot|of And|that|'s That|was|not <unk>|was|not <unk>|does|n't And|of|course <quote>|<unk>|is There|are|not These|are|not It|was|not The|idea|is One|is|not And|there|is You|know|it So|<comma>|it They|have|n't <unk>|has|n't <unk>|<comma>|it And|is|not I|mean|not What|'s|the You|'re|not And|that|is No|of|course The|thing|about That|is|n't You|do|n't Now|<comma>|it We|know|is This|is|it You|know|that The|thing|is <unk>|matters|is Do|n't|n't It|'s|thing The|whole|is Now|<comma>|of Do|n't|do In|<unk>|<unk> This|is|<unk> And|there|'s It|was|n't If|you|are There|is|<comma> There|'s|<unk> In|<unk>|not
